pr_number,complexity_score,complexity_rationale,quality_score,quality_rationale,model_used,analyzed_at
56920,4,"4 because the PR architects a workflow split, state.yaml read, and failure notification — not a single-file fix.",3,3 because the PR had multiple review cycles and bot suggestions before approval.,deepseek/deepseek-v4-flash:free,2026-05-15T04:03:06.703716
56926,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:03:11.532679
56919,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:03:36.516524
56917,2,The PR is a single-file fix to a UI component (LemonBanner and empty-state copy) with 29 added lines.,4,"The PR was clean: a reviewer flagged a redundant prop on the first pass, and the author accepted and addressed it immediately, resulting in the 1 revision shown.",deepseek/deepseek-v4-flash:free,2026-05-15T04:03:40.514692
56915,2,single_file_edit_with_one_functional_change_and_a_dependency_on_internal_semantics,4,clean_intro_with_good_rationale_and_follow_up_commits_integrated,deepseek/deepseek-v4-flash:free,2026-05-15T04:03:45.993675
56918,2,30 changes across 2 files.,4,"PR largely clean, minimal rework (0), fairly thorough, no rework cycles.",deepseek/deepseek-v4-flash:free,2026-05-15T04:04:10.319145
56912,4,"The PR implements a new Dagster pipeline for person deletion, spanning 8 files and 652 changed lines, including a new dataclass, ops, migrations, and integration with existing bulk-de deletion code.",3,"The PR was approved by one reviewer and has a P1 bug pointed out by another reviewer, suggesting the testing is partial and the description does not fully address the bug—migration analysis flagged risk.",deepseek/deepseek-v4-flash:free,2026-05-15T04:04:31.562905
56914,2,Single fix that deletes passkeys for unverified SSO users,4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:04:44.893223
56911,3,no explanation provided,4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:04:48.047340
56906,3,no explanation provided,4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:04:58.300716
56902,3,Multi-file feature adding failure attribution metrics across 10 files.,2,Two critical bugs identified by AI review on retryable failure handling and metric suppression.,deepseek/deepseek-v4-flash:free,2026-05-15T04:05:05.367156
56895,3,Multi-file feature adjusting Kafka topic routing configurations.,3,Code lacks test description and snapshots updated after deployment.,deepseek/deepseek-v4-flash:free,2026-05-15T04:05:09.497255
56894,3,Quality score,4,Automated reviews catch minor issues but no major rework cycles,deepseek/deepseek-v4-flash:free,2026-05-15T04:05:23.589272
56893,3,"The PR modifies two core files to fix a call-stack overflow and a subtle domain bug, but is a focused single-purpose fix.",4,"The PR was approved cleanly with no rework, and the deliberate behavioral fix is documented.",deepseek/deepseek-v4-flash:free,2026-05-15T04:05:29.525119
56892,3,"The PR is straightforward but has a minor oversight about the stale query_type label, requiring at least one revision.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:05:46.827117
56891,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:06:05.448740
56897,4,"Delivers an architectural change across 10 files to implement checkpoint-based cloud run resumption, with env var gating and chain-walking logic.",3,"Received several reviewer comments indicating rework cycles on type consistency, N+1 concerns, and UUID validation, indicating quality as 3.",deepseek/deepseek-v4-flash:free,2026-05-15T04:06:13.602629
56889,2,Single bug fix with minimal diff across two files.,4,"Clean code with regression tests and approved review, no rework cycles.",deepseek/deepseek-v4-flash:free,2026-05-15T04:06:30.120441
56884,3,Clean fix with root-cause analysis; gets approved but has rework implied by reviewer.,4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:06:56.044039
56886,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:07:15.845345
56883,3,"The PR is a multi-file feature (2 files, +298/-21) with a logical pattern and moderate complexity.",4,"The PR had 2 iterative revisions after inline review feedback; not first-pass perfect, but resolution was clean.",deepseek/deepseek-v4-flash:free,2026-05-15T04:07:26.307455
56881,4,4 (architectural),2,"2 (rewith noted issues, rework cycles, bot comments)",deepseek/deepseek-v4-flash:free,2026-05-15T04:07:39.505825
56877,4,Implementation involved significant architectural changes,3,Multiple review cycles with fixes,deepseek/deepseek-v4-flash:free,2026-05-15T04:08:03.062583
56878,5,Architectural change impacting billing pipeline.,3,Multiple review cycles with rework.,deepseek/deepseek-v4-flash:free,2026-05-15T04:08:52.964794
56872,2,"The change is a clean, single-file revert of a try/except block.",4,"The PR has clear justification, testing via ast parse and ruff, and is a clean revert. However, there were some concerns about unrelated snapshot changes in an older commit, and multiple bot comments detected visual changes and query snapshot updates. Reverted: False.",deepseek/deepseek-v4-flash:free,2026-05-15T04:09:16.441832
56875,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:09:23.437550
56871,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:09:28.936245
56868,3,"The new scene plus backend bits are medium diff, moderate multi-file feature modifications.",3,"P1/P2 issues from reviews triggered rework cycles, critical limit bug.",deepseek/deepseek-v4-flash:free,2026-05-15T04:09:58.770945
56867,3,3,3,3,deepseek/deepseek-v4-flash:free,2026-05-15T04:10:25.670540
56869,3,"The PR is clean and not reverted, but it had some discussion and inline comments leading to iterations (not first-pass perfect).",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:10:28.064987
56865,4,"The PR involves architectural refactor (hoisting shared params into components.parameters with $ref) and updates to filtering/dererefing tooling across 8 files, not a trivial single-file fix.",5,"The PR was approved, deployed, and has clean code with tests and metrics — it's first-pass perfect.",deepseek/deepseek-v4-flash:free,2026-05-15T04:10:35.299378
56863,4,Multi-file architectural fix addressing a regression bug class with runtime seeding logic.,4,"Root cause analysis, manual verification, automated tests, accepted review with few minor comments.",deepseek/deepseek-v4-flash:free,2026-05-15T04:10:35.643908
56860,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:10:52.496868
56859,4,"The PR received multiple bot reviews highlighting issues and many discussion entries but was approved, indicating 2-3 revisions.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:11:38.908502
56849,4,"This PR had some revisions based on review feedback regarding test parameterisation and code duplication, but is still generally good.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:11:50.910278
56846,4,The PR introduces a new city breakdown feature to the live dashboard across 7 files.,3,The PR is approved but has unresolved bot comment about hardcoded SQL separator.,deepseek/deepseek-v4-flash:free,2026-05-15T04:11:55.212438
56850,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:12:03.293408
56845,2,"The change is a simple, single-file modification that adds a CopyToClipboardInline component with event propagation prevention.",5,"The PR is a clean, small improvement that was approved, deployed successfully, and involves no additional revisions or work cycles.",deepseek/deepseek-v4-flash:free,2026-05-15T04:12:28.643045
56843,3,"Single-file change addressing a bug, with a small behavioral change and two tracking booleans.",4,"Approved without revisions, with clear analysis, tested flag transitions, and structured error logging.",deepseek/deepseek-v4-flash:free,2026-05-15T04:12:36.800685
56836,5,1,3,"The PR is a simple fix, but the agent is the sole contributor and he approved it, but a review flagged a performance issue.",deepseek/deepseek-v4-flash:free,2026-05-15T04:12:59.368126
56835,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:13:06.391387
56844,4,Architectural change to routing data pipeline through a new wire protocol,4,Clean code with test pass but with integration unknowns and inline review notes,deepseek/deepseek-v4-flash:free,2026-05-15T04:13:33.251612
56832,2,no explanation provided,4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:13:36.529437
56833,5,no explanation provided,4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:13:45.192021
56830,4,"The PR is a significant multi-file feature spanning backend API, frontend UI, and translation service integration.",3,"Automated reviews identified a few issues (parameter shadowing, DEBUG missing in tests) and the author needed some rework cycles before deployment.",deepseek/deepseek-v4-flash:free,2026-05-15T04:13:54.398025
56829,3,Multi-file documentation updates with 104 added lines across 3 files; the PR touches several skill files and refactor MCP agent guidance.,4,"Clean PR with one review comment that the author promptly fixed, deployed to all environments; not first-pass perfect but clean.",deepseek/deepseek-v4-flash:free,2026-05-15T04:14:03.788084
56831,3,no explanation provided,3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:14:08.335216
56826,5,2000,5,1000,deepseek/deepseek-v4-flash:free,2026-05-15T04:14:12.026968
56827,2,"The change is a straightforward fix to tag queries that were failing, touching test files and a utility function.",4,"The PR has been approved by two reviewers, includes updated unit tests, has no revert, and deploys successfully across all environments with zero size impact on total bundle.",deepseek/deepseek-v4-flash:free,2026-05-15T04:14:12.995697
56822,2,"Single-file, frontend-only copy+UX cleanup with a minor conditional logic change.",4,"Clean PR with one approved review; a pre-merge inline comment flagged a conditional wording issue, but the PR is not reverted and the reviewer approved.",deepseek/deepseek-v4-flash:free,2026-05-15T04:14:20.484735
56821,2,"One-pass clean with detailed problem analysis, data-backed verification, and automated actor-approval.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:14:21.234648
56820,3,Multi-file documentation update requiring clarity across two files.,4,"Clean change with one comment addressed, requiring human review sign-off.",deepseek/deepseek-v4-flash:free,2026-05-15T04:14:25.616251
56816,1,"The PR is a straightforward deletion of deprecated shims across 7 files, with no new code added.",4,"The PR was approved, deployed to development and production without issues, and tested by grep, tests, and local runs, but not explicitly says that this was the first revision.",deepseek/deepseek-v4-flash:free,2026-05-15T04:14:37.798274
56817,2,Revered,4,First-pass perfect,deepseek/deepseek-v4-flash:free,2026-05-15T04:15:00.169651
56814,4,"Changes involve multiple files, new admin views, workflow integration, and discussions on architectural issues.",3,"Code was reviewed with many comments and improvements, but it went through several revisions and was deployed.",deepseek/deepseek-v4-flash:free,2026-05-15T04:15:07.399445
56813,4,"This is an architectural change that modifies the read path for partitioned Postgres sources, requiring thoughtful design with multiple files.",2,"The PR has several code issues identified by reviews (fragile SQL construction, docstring contradiction, redundant condition) and the PR was reverted, indicating quality issues.",deepseek/deepseek-v4-flash:free,2026-05-15T04:15:41.182436
56811,2,"The PR is a single-file, two-line additive security fix adding explicit scopes, not a multi-file feature.",5,"The PR was approved with no rework cycles and is a clean, first-pass perfect improvement.",deepseek/deepseek-v4-flash:free,2026-05-15T04:15:48.483851
56815,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:16:02.293246
56807,4,"The code is clean, well-tested, and the reviews caught a guard inconsistency which was fixed. It is not reverted nor needing heavy rework.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:16:16.772460
56806,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:16:22.660994
56809,5,"Rat, 5 for literature work, 4 for continued. Walt doesn't watch, but I may continue after a while.",3,"Rat, 3 for seeing, 5 for continued. But for Walt leads its Aladdin but Oedipus. Tokens for 10th6MarkJ or 3. After Tolson no vote. So Rath returns to 2 and 4.",deepseek/deepseek-v4-flash:free,2026-05-15T04:16:50.452813
56805,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:17:17.311831
56803,1,trivial config changes to three files adding an env var at auto-invocation sites,5,"first-pass perfect, agent-authored, diagnosed, verified, approved, no revisions; deployed to all envs",deepseek/deepseek-v4-flash:free,2026-05-15T04:17:41.332559
56802,3,"multiple files and config changes but leveraging existing lifecycle rather than new architecture, so multi-file feature",3,"some inline issues remain and require further discussion, but overall deployable and approved",deepseek/deepseek-v4-flash:free,2026-05-15T04:17:43.251182
56801,4,Multi-file feature with architectural changes across frontend parsers and backend configs.,3,"Identified bugs in Snowflake auth path and type issues require revisions, though PR is well-structured.",deepseek/deepseek-v4-flash:free,2026-05-15T04:18:16.001811
56798,4,"Architectural change splitting a canvas rendering into two layers, requiring changes across six files and introducing a new internal API.",4,"Clean implementation with comprehensive benchmarks, all tests passing, and no rework cycles beyond the initial agent-authored version; minor internal API change is safe and contained.",deepseek/deepseek-v4-flash:free,2026-05-15T04:18:40.657712
56797,1,no explanation provided,1,No actionable suggestions: the review simply states 'good work' and mentions 'a few comments for a clearer UX and more idiomatic code' without specific code-level feedback.,deepseek/deepseek-v4-flash:free,2026-05-15T04:19:05.028857
56796,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:19:14.339838
56795,3,"Multi-file feature that introduces error classes, helper functions, and new tests, but no architectural change.",4,"Approved by a reviewer with tests passing, but inline comments may need revisions.",deepseek/deepseek-v4-flash:free,2026-05-15T04:19:21.806120
56800,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:19:22.547246
56793,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:20:20.659054
56794,2,30,5,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:20:21.168747
56789,2,"Single, additive change across 3 files with no logic or architectural impact.",5,"First-pass perfect; well-described, approved, and successfully deployed.",deepseek/deepseek-v4-flash:free,2026-05-15T04:20:34.355889
56790,3,"4, because the PR is approved and deployed despite one test improvement suggestion.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:20:51.836617
56785,3,"The revert of a refactor spanning 5 files, with 112 additions and 303 deletions.",2,The PR reintroduces a SynchronousOnlyOperation bug and silently drops ids when both inputs are provided.,deepseek/deepseek-v4-flash:free,2026-05-15T04:20:52.212996
56777,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:20:59.415562
56783,2,"30 seconds later, I need to think, but the overall picture is visible.",3,"Approved by dmarticus without rework cycles, but lacks automated test coverage.",deepseek/deepseek-v4-flash:free,2026-05-15T04:21:07.386571
56774,4,no explanation provided,5,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:21:12.064351
56776,4,"This is a multi-file architectural feature introducing a new batch export destination, a new model, migration, and Temporal S3 workflow integration.",3,"Multiple reviewers commented, and automated analysis flagged bugs (P0, P1) which the author acknowledged, but the PR was ultimately approved.",deepseek/deepseek-v4-flash:free,2026-05-15T04:21:28.153075
56772,3,Multi-file feature extending an existing auto-disable pattern to additional Slack error codes.,4,"Clean extension of existing pattern with tests and thorough description, though review comments suggest minor improvements.",deepseek/deepseek-v4-flash:free,2026-05-15T04:21:34.603053
56767,3,"Clean change with one human approval, a bot comment suggesting missing test, but no rework cycles and linting passed.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:21:35.164765
56763,4,"This is an architectural migration involving many files, multiple patterns, and a table cutover.",3,The PR had several review cycles with inline comments and required iterative refinements.,deepseek/deepseek-v4-flash:free,2026-05-15T04:21:45.773617
56762,3,"Two human approvals with only minor bot suggestions, not requiring re-work cycles.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:22:03.006532
56759,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:22:58.326258
56755,3,"3 - Multi-file feature: the fix involves three files, adds a HAVING clause to SQL, and includes a regression test, but is a straightforward query-level fix.",4,"4 - Clean: one inline comment raised, one follow-up question raised, both addressed by the reviewer; test snapshot updates and deployment verified; no rework cycles.",deepseek/deepseek-v4-flash:free,2026-05-15T04:23:04.521221
56753,4,"Quality score is 3, many rework cycles but clean after final approval",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:23:08.470359
56752,1,Trivial single-line config change no multi-file logic or tests.,5,"First-pass perfect: human-approved (Gilbert09), CI deployed successfully, no rework, no revert, and includes thorough reasoning with enum/frontend verification.",deepseek/deepseek-v4-flash:free,2026-05-15T04:23:13.695825
56758,4,"The PR was validated with heap difs, testing, and functional sanity, all bot feedback was addressed before deploying.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:23:15.985720
56749,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:23:21.750851
56745,4,no explanation provided,3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:23:23.009742
56744,1,This is a trivial single-line fix removing a duplicate keyword argument.,5,"The PR was reviewed and approved, is clean, correct, and deployed without revisions.",deepseek/deepseek-v4-flash:free,2026-05-15T04:23:28.964740
56740,2,Rootcause fix with regression test,4,Clean root cause fix with regression test,deepseek/deepseek-v4-flash:free,2026-05-15T04:23:33.976437
56743,3,"The fix involves tracking models, a stale-closure fix, and a shared-model guard, but is confined to one file.",4,"The review-inital bugs ( P1&P2) were both fixed in a follow-up; the final code is clean, tested with data.",deepseek/deepseek-v4-flash:free,2026-05-15T04:23:45.246285
56738,3,Multi-file removal (44 files) is non-trivial cleanup.,4,"Clean, approved with no revisions or rework cycles.",deepseek/deepseek-v4-flash:free,2026-05-15T04:23:48.536206
56733,3,"This is a multi-file dependency swap (70 added, 42 removed, 3 files) that updates import paths but does not involve architectural changes.",4,"The PR description is thorough, testing passes, reviewers approve, but the author acknowledges not visually verifying LaTeX rendering and opted for a minimal-scope approach to module resolution that bypasses the public export surface.",deepseek/deepseek-v4-flash:free,2026-05-15T04:24:04.456534
56739,2,"Single fix with three file changes, addressing a race condition.",4,"Clean, approved, no rework cycles, first-pass success.",deepseek/deepseek-v4-flash:free,2026-05-15T04:24:14.445791
56731,3,"Swapping a deprecated package for its successor involves updating import style, API usage, and dependency definitions across 4 files, but the change is straightforward and agent-authored",4,"The PR passed static checks, was approved by a human reviewer, and the author preemptively flagged potential visual differences requiring a spot check",deepseek/deepseek-v4-flash:free,2026-05-15T04:24:37.452865
56730,3,"Multi-file cleanup touching 19 files across frontend, common/stockbook, and nodejs, but the changes are straightforward dep removal and replacement with pre-existing alternatives.",4,"Approved by @webjunkie after QA swarm and automated bot comments, with nit-level concerns only, and validated by multiple type-check/lint passes.",deepseek/deepseek-v4-flash:free,2026-05-15T04:24:41.356274
56729,4,"The PR had several revisions with code quality issues (dead code, redundant checks, and use of Any/getattr) requiring CI-led rework.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:24:55.654993
56732,3,The PR is a dependency bump across multiple files with a minor unrelated change snecked in.,3,The PR is clean overall but includes an unrelated MathJax change and a missing trusted build entry.,deepseek/deepseek-v4-flash:free,2026-05-15T04:25:17.781442
56726,4,"Architectural change: refactor with 874 added, 300 removed, 6 files, new module, data models, and tests.",4,"First-pass mostly clean but has minor issues: dead code noted, tests prefer parameterization.",deepseek/deepseek-v4-flash:free,2026-05-15T04:25:50.633339
56725,2,"Single-field addition to Pydantic model, no behavioral changes.",3,"Minimal description, no testing, but code is clean and reviewed.",deepseek/deepseek-v4-flash:free,2026-05-15T04:26:05.126053
56724,3,"Multiple files with backend and frontend changes, but still a focused security fix",3,"Approved and deployed, but one review flagged a self-hosted inconsistency",deepseek/deepseek-v4-flash:free,2026-05-15T04:26:11.007636
56727,4,"Multi-file feature touching both backend and frontend, involving Temporal workflow changes and auto-disable patterns.",4,Clean PR with 2-3 revisions; all critical/high findings addressed by author.,deepseek/deepseek-v4-flash:free,2026-05-15T04:26:13.099348
56721,1,"This is a single-line constant change that reduces the maximum value from 365 to 30, with no logic or API changes.",4,"The PR received approvals from bot reviewers, was deployed to all environments, and existing tests cover the new value with no rework cycles.",deepseek/deepseek-v4-flash:free,2026-05-15T04:26:15.501796
56720,3,The PR spans 11 files adding connectionId across three MCP tools plus schema regeneration—a multi-file feature but not architectural.,3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:26:34.976430
56718,3,Multi-file feature adding a new SQL editor behind a feature flag,4,Approved without revisions but automated comments flagged potential issues,deepseek/deepseek-v4-flash:free,2026-05-15T04:26:54.828056
56714,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:26:58.967695
56716,3,Multi-file functional fix involving architectural changes to scene management and dashboard logic.,4,"Clean, approved fix with thorough description, no rework or reverted PRs.",deepseek/deepseek-v4-flash:free,2026-05-15T04:27:30.499701
56711,3,"PR has automated review comments pointing out a regression (settings panel no longer auto-opens) and a superfluous element, but the human review approved.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:27:39.335048
56712,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:28:19.430100
56708,5,This is a major feature—594 added lines across 14 files with a new event-loop yield utility that modifies architecture behavior.,4,Approved with non-flaky test concerns but is well-structured and deployed to prod.,deepseek/deepseek-v4-flash:free,2026-05-15T04:28:23.768519
56709,4,"This is an architectural multi-file feature adding parallel WarpStream Kafka engine tables and materialized views for session replay, requiring careful coordination with existing MSK tables.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:28:41.288705
56707,2,Documentation-only update with no code changes,5,"First-pass, approved without revisions: perfectly deployed",deepseek/deepseek-v4-flash:free,2026-05-15T04:28:56.402922
56705,2,"single fix, multi-file feature",4,"clean, first-pass perfect",deepseek/deepseek-v4-flash:free,2026-05-15T04:28:59.604779
56704,3,"The review is clean (approved), with one inline comment (P2) that is minor.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:29:07.938229
56703,3,"Multi-file feature introducing a new parallel execution path with dependency analysis, but not architectural overhaul.",4,"Approved by human reviewer, deployed to prod, but has minor issues like unused fields and test gaps flagged by bots.",deepseek/deepseek-v4-flash:free,2026-05-15T04:29:12.961791
56706,4,"Multi-file feature with backend changes across 16 files, including new endpoints, MCP tool recipes, and security fixes.",4,"Clean with one minor documentation fix; security fix applied, tests pass, approved by senior reviewer.",deepseek/deepseek-v4-flash:free,2026-05-15T04:29:14.604107
56702,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:29:20.664048
56701,4,Changed 2 files and 326+ lines for a frontend feature addition with recursive client-side grouping.,4,"Fixed promptly after bot review, no backend/API changes, mostly clean and works as described.",deepseek/deepseek-v4-flash:free,2026-05-15T04:29:25.391576
56700,2,"The change is straightforward, removing a legacy code branch and a constant that is no longer needed.",4,"The PR is simple cleanup, approved, deployed correctly with no rework.",deepseek/deepseek-v4-flash:free,2026-05-15T04:29:28.619201
56697,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:29:43.634312
56699,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:30:34.754820
56687,2,Simple one-line fix addressing a typing requirement after a prior change.,4,"Clean, non-reverted one-file change with immediate deployment success.",deepseek/deepseek-v4-flash:free,2026-05-15T04:30:38.661573
56686,5,The PR is a single mechanical rename across 9 files.,5,The PR is a clean first-pass perfect rename.,deepseek/deepseek-v4-flash:free,2026-05-15T04:30:48.077989
56691,4,"Architectural refactor: 18 files, two services, store classes, producer registry, and env var alignment.",4,"Clean split into 7 commits, build/test-clean, two approvals, deployment plan.",deepseek/deepseek-v4-flash:free,2026-05-15T04:30:52.055632
56685,3,"This is a multi-file feature spanning a new feature flag, a new modal component, type extension, and UI update–several files but no deep architectural change.",4,Approved by a reviewer with minor nits; bot found three issues but code is functionally sound—one revision would be needed.,deepseek/deepseek-v4-flash:free,2026-05-15T04:31:05.571621
56680,2,"The change modifies only two files with a small, focused fix to allow HogQL breakdowns.",4,"The author already parameterized the tests as suggested, so changes look complete and clean.",deepseek/deepseek-v4-flash:free,2026-05-15T04:31:28.872139
56681,4,no explanation provided,3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:31:54.432973
56676,1,"1 (trivial docs): The PR updates documentation only, with one new snippet file and revisions to a single doc, without any code changes or architectural impact.",5,"5 (first-pass perfect): The PR was reviewed and approved on first pass without any revisions or rework cycles, and passed all checks without issues.",deepseek/deepseek-v4-flash:free,2026-05-15T04:32:05.302231
56672,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:32:27.052170
56677,2,"The change removes an unused parameter and uses pytest ids for readability while the PR itself is clean and approved, so quality is high.",4,"The PR is a small, targeted fix with good test coverage and clean, approved code.",deepseek/deepseek-v4-flash:free,2026-05-15T04:32:40.144513
56671,2,The PR fix is trivial: a single line change adding 'EU' to a region list in a Terraform file.,4,"The PR is clean: has clear description, passes CI, is approved with no rework cycles, and is deployed.",deepseek/deepseek-v4-flash:free,2026-05-15T04:32:41.404642
56670,4,"This is a multi-file architectural change involving a new CI script, workflow integration, and domain-specific version specifier logic.",3,The PR went through several review cycles with multiple inline comments and revisions addressing edge cases.,deepseek/deepseek-v4-flash:free,2026-05-15T04:32:46.357546
56666,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:33:02.401079
56665,3,"Multi-file change touching backend serializer, tools.yaml, and multiple generated frontend artifacts across 9 files.",4,"Clean, automated checks passed, one approval, but pre-existing test failures unrelated to change.",deepseek/deepseek-v4-flash:free,2026-05-15T04:33:35.847925
56668,1,This is a trivial single-line change that fixes a bug by filtering directory entries in S3 file listing.,5,"The PR is first-pass perfect with no rework, the fix is correct and straightforward.",deepseek/deepseek-v4-flash:free,2026-05-15T04:33:39.509550
56663,3,Multi-file feature adding a new Kafka engine table/MV for WarpStream,5,"First-pass perfect approved, deployed cleanly",deepseek/deepseek-v4-flash:free,2026-05-15T04:34:07.635978
56661,2,30,4,"The fix is correct, clean, and deployed successfully.",deepseek/deepseek-v4-flash:free,2026-05-15T04:34:27.216905
56660,3,"The PR touches multiple files, adds a new event with dedup, and hooks into existing listeners — moderate feature-level work.",4,"Clean, focused change with thorough description, telemetry-style additive code; only one minor perf comment addressed partially, no reverted commits.",deepseek/deepseek-v4-flash:free,2026-05-15T04:34:32.231738
56662,3,parse_error,3,parse_error,deepseek/deepseek-v4-flash:free,2026-05-15T04:34:34.717492
56656,2,Single-file fix with logic restructuring to preserve original series indices.,5,"Approved without revisions, deployed to all environments with no reverted issues or rework cycles.",deepseek/deepseek-v4-flash:free,2026-05-15T04:34:50.817709
56655,3,2,4,1,deepseek/deepseek-v4-flash:free,2026-05-15T04:34:55.526711
56652,5,"This is a major architectural feature spanning 70 files, introducing a new shared HTTP transport, migrating 22 source files, vendor SDK injection, a Semgrep rule, a management command, and a source inventory — a multi-team, multi-file, multi-layer change.",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:35:01.971038
56659,3,"One revision cycle, approved by a reviewer, but noted as manual-only testing.",4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:35:05.040066
56647,3,"PR is 4 (clean, additive UI feature), complexity is 3 (single-file feature with moderate code changes), and quality is 4 (clean with concerns addressed before approval).",4,"PR is 4 (clean, additive UI feature), complexity is 3 (single-file feature with moderate code changes), and quality is 4 (clean with concerns addressed before approval).",deepseek/deepseek-v4-flash:free,2026-05-15T04:35:35.381476
56645,2,Fix of a rate limiter logic bug in a single file with minor test updates.,4,Deployed cleanly to all environments after a small fix and test update.,deepseek/deepseek-v4-flash:free,2026-05-15T04:35:39.366078
56650,3,"Time limit, revoked with 3 files changes and review discussion.",4,"Deployed to all environments, one rework after inline review but final code is stable.",deepseek/deepseek-v4-flash:free,2026-05-15T04:36:14.292956
56643,4,4,4,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:36:18.940579
56640,4,"Modifying a new feature between multiple files: added code, new header and query param, analytics, testing, docs.",3,"Store (changes), documentation (new feature, 5 files), test (11 test cases passing on 5 files), inquiries (2 approvals), remediated (duplicated parsing logic).",deepseek/deepseek-v4-flash:free,2026-05-15T04:36:28.747582
56644,3,"13, 14, 18",3,no explanation provided,deepseek/deepseek-v4-flash:free,2026-05-15T04:36:38.121400
56636,3,time limit exceeded,3,time limit exceeded,deepseek/deepseek-v4-flash:free,2026-05-15T04:37:13.169369
56639,2,Single fix to demo data generation without any production logic changes.,4,"Clean human-approved fix, with one missed edge case caught by automated review.",deepseek/deepseek-v4-flash:free,2026-05-15T04:37:40.982985
56634,3,Time limit exceeded,4,"The code was clean and most issues were addressed, but some minor items remained open.",deepseek/deepseek-v4-flash:free,2026-05-15T04:37:45.917891
